"RNAseq1" "RNAseq2" "RNAseq3" "RNAseq4" "RNAseq5" "RNAseq6" "RNAseq7" "RNAseq8"
"ENSBTAG00000000632" 191 225 267 295 286 241 250 239
"ENSBTAG00000000634" 791 1078 1118 637 897 399 362 496
"ENSBTAG00000000638" 19 22 32 40 88 54 25 26
"ENSBTAG00000000639" 710 1006 675 554 1263 878 602 596
"ENSBTAG00000000640" 1040 1203 972 1075 1207 729 729 747
"ENSBTAG00000000641" 98 79 67 80 200 117 74 88
"ENSBTAG00000000642" 956 1144 1317 785 1963 1138 895 1066
"ENSBTAG00000000644" 2 5 5 0 10 4 6 4
"ENSBTAG00000000646" 3068 2359 2233 2102 3181 2603 1700 1703
"ENSBTAG00000000647" 221 389 381 266 441 253 258 323
"ENSBTAG00000000648" 3476 4089 3831 3057 5226 2555 4286 4660
"ENSBTAG00000000650" 310 379 375 279 451 371 302 297
"ENSBTAG00000000653" 450 580 640 192 766 426 596 519
"ENSBTAG00000000654" 83 178 125 196 180 114 64 187
"ENSBTAG00000000655" 351 431 684 285 482 253 514 384
"ENSBTAG00000000656" 57 93 113 46 264 70 113 96
"ENSBTAG00000000658" 96 108 126 76 87 90 93 66
"ENSBTAG00000000660" 5 21 55 56 58 60 16 23
"ENSBTAG00000000662" 1625 1187 1393 1307 2041 868 984 1281
"ENSBTAG00000000664" 30 27 32 33 41 27 28 19
"ENSBTAG00000000665" 0 1 0 0 0 1 0 1
"ENSBTAG00000000666" 214 269 330 155 230 301 274 208
"ENSBTAG00000000667" 88 112 107 98 72 76 125 98
"ENSBTAG00000000668" 203 212 240 201 296 136 212 195
"ENSBTAG00000000670" 88 162 87 101 157 98 71 66
"ENSBTAG00000000671" 86 82 169 53 147 120 132 165
"ENSBTAG00000000672" 1125 1148 2122 1124 1595 1273 1883 1966
"ENSBTAG00000000675" 718 742 702 507 635 648 738 436
"ENSBTAG00000000676" 1349 1038 1517 1247 1790 1200 1368 1178
"ENSBTAG00000000678" 17662 19588 18013 19525 23523 14341 15241 16153
"ENSBTAG00000000679" 423 484 382 384 589 312 223 361
"ENSBTAG00000000682" 1591 1376 1739 1529 1944 1180 1376 1384
"ENSBTAG00000000683" 410 498 570 399 644 332 386 401
"ENSBTAG00000000684" 508 676 608 432 785 609 517 462
"ENSBTAG00000000686" 279 357 278 184 375 228 308 271
"ENSBTAG00000000687" 633 692 1107 707 1445 675 671 1013
"ENSBTAG00000000688" 0 0 0 0 0 0 0 0
"ENSBTAG00000000690" 0 1 0 5 0 0 0 0
"ENSBTAG00000000693" 1392 962 1386 1039 1949 738 1016 1274
"ENSBTAG00000000694" 1565 1745 2319 1505 1815 1279 846 1686
"ENSBTAG00000000695" 3055 2316 1897 1198 2094 866 908 1696
"ENSBTAG00000000696" 2286 2784 2692 2660 4086 2304 2050 2164
"ENSBTAG00000000697" 129 181 224 147 281 213 166 195
"ENSBTAG00000000698" 3 9 21 1 7 5 11 2
"ENSBTAG00000000699" 147 130 186 159 190 154 219 159
"ENSBTAG00000000700" 1384 1671 1477 1853 3712 1372 986 1541
"ENSBTAG00000000703" 400 564 722 368 116 93 320 197
"ENSBTAG00000000704" 694 920 1050 407 1290 651 916 968
"ENSBTAG00000000705" 2227 3355 4453 2954 2892 3088 2641 2623
"ENSBTAG00000000706" 2844 5220 4834 2469 7495 3359 3904 5119
"ENSBTAG00000000707" 113 136 405 33 552 180 245 363
"ENSBTAG00000000710" 226 189 185 129 283 138 172 190
"ENSBTAG00000000711" 1395 1183 898 1320 2332 908 1645 1359
"ENSBTAG00000000712" 563 819 673 659 809 566 528 527
"ENSBTAG00000000713" 458 485 543 393 498 291 227 400
"ENSBTAG00000000715" 32 54 55 19 52 76 64 57
"ENSBTAG00000000717" 745 977 835 622 788 589 696 485
"ENSBTAG00000000718" 1 4 12 0 1 0 0 0
"ENSBTAG00000000719" 5 4 19 0 18 40 44 4
"ENSBTAG00000000720" 145 85 73 30 125 47 103 73
"ENSBTAG00000000721" 510 550 800 596 844 507 449 610
"ENSBTAG00000000725" 408 373 531 333 901 275 258 462
"ENSBTAG00000000726" 0 0 0 0 0 0 0 0
"ENSBTAG00000000727" 388 461 688 447 680 398 395 549
"ENSBTAG00000000728" 2 1 1 3 3 4 2 10
"ENSBTAG00000000730" 2 0 0 0 0 1 0 3
"ENSBTAG00000000731" 16 15 23 35 66 15 12 13
"ENSBTAG00000000735" 14 52 101 12 64 63 50 50
"ENSBTAG00000000736" 427 502 677 150 565 199 624 389
"ENSBTAG00000000737" 378 342 284 378 488 288 225 338
"ENSBTAG00000000738" 373 309 588 434 646 337 451 405
"ENSBTAG00000000742" 181 239 322 238 482 237 279 314
"ENSBTAG00000000743" 0 0 0 0 0 0 0 1
"ENSBTAG00000000744" 743 919 802 817 815 806 737 621
"ENSBTAG00000000745" 2815 5326 2773 1914 3027 2341 5982 2386
"ENSBTAG00000000746" 1410 1354 1682 1135 1669 902 1101 1478
"ENSBTAG00000000748" 328 606 350 444 617 493 354 261
"ENSBTAG00000000749" 9 11 20 4 19 25 35 17
"ENSBTAG00000000750" 1448 1262 1385 1243 2358 848 785 1602
"ENSBTAG00000000751" 22 20 28 7 9 2 21 11
"ENSBTAG00000000752" 63 41 97 176 396 180 44 176
"ENSBTAG00000000753" 363 479 442 404 501 326 253 348
"ENSBTAG00000000754" 1644 1986 1669 1801 2341 1317 1645 1520
"ENSBTAG00000000755" 28 11 34 6 9 19 8 5
"ENSBTAG00000000758" 118 143 127 86 109 156 142 101
"ENSBTAG00000000759" 796 1138 981 1031 1106 929 957 753
"ENSBTAG00000000763" 0 0 0 0 0 0 0 0
"ENSBTAG00000000764" 408 521 431 386 665 366 252 311
"ENSBTAG00000000765" 0 3 6 0 0 2 0 1
"ENSBTAG00000000767" 822 782 915 648 1394 612 703 910
"ENSBTAG00000000770" 848 1240 623 841 603 434 529 406
"ENSBTAG00000000771" 1395 1577 1746 1405 1614 1191 982 1051
"ENSBTAG00000000772" 2 0 5 0 1 0 1 0
"ENSBTAG00000000773" 819 737 967 677 793 650 671 711
"ENSBTAG00000000776" 0 0 0 0 0 0 0 0
"ENSBTAG00000000778" 14485 20117 14207 17065 24228 12842 11721 11481
"ENSBTAG00000000781" 662 650 562 594 1068 459 476 662
"ENSBTAG00000000782" 5139 6079 6235 2139 10231 5474 7208 6138
"ENSBTAG00000000783" 27 51 44 6 46 40 50 28
"ENSBTAG00000000784" 476 667 556 561 519 510 491 362
"ENSBTAG00000000785" 40 45 63 33 64 52 54 43
"ENSBTAG00000000786" 238 323 226 217 130 182 179 99
"ENSBTAG00000000789" 418 615 460 591 627 506 370 335
"ENSBTAG00000000791" 6 3 10 0 7 3 4 3
"ENSBTAG00000000792" 43 46 64 9 233 89 71 132
"ENSBTAG00000000793" 348 324 396 350 793 527 277 481
"ENSBTAG00000000795" 24 27 51 15 74 18 54 92
"ENSBTAG00000000797" 976 1426 1191 1082 1260 1184 898 931
"ENSBTAG00000000799" 1376 1189 1386 900 776 613 1218 824
"ENSBTAG00000000801" 675 661 813 677 1051 587 624 634
"ENSBTAG00000000802" 123 99 108 278 233 200 141 142
"ENSBTAG00000000803" 459 635 730 575 722 397 466 590
"ENSBTAG00000000804" 462 507 617 484 473 327 424 445
"ENSBTAG00000000805" 0 4 3 0 2 5 1 2
"ENSBTAG00000000806" 2782 2928 2979 2356 2565 2188 3050 2219
"ENSBTAG00000000807" 705 1153 407 316 885 533 419 418
"ENSBTAG00000000808" 796 1116 824 730 613 716 812 497
"ENSBTAG00000000809" 0 0 4 0 0 0 0 0
"ENSBTAG00000000810" 902 1306 817 772 1151 962 713 679
"ENSBTAG00000000811" 221 309 279 192 300 237 200 172
"ENSBTAG00000000812" 7 13 32 11 45 33 20 17
"ENSBTAG00000000813" 327 402 458 250 238 227 297 380
"ENSBTAG00000000815" 193 289 342 62 516 234 236 249
"ENSBTAG00000000816" 5208 4975 7769 2727 8000 4715 6540 7205
"ENSBTAG00000000817" 435 419 550 368 630 293 541 282
"ENSBTAG00000000818" 40 74 11 50 11 11 15 18
"ENSBTAG00000000819" 419 443 538 357 790 452 436 541
"ENSBTAG00000000820" 1198 2441 1622 2693 1553 1780 2223 1812
"ENSBTAG00000000821" 36 38 51 15 77 84 27 16
"ENSBTAG00000000824" 270 350 288 302 317 286 182 205
"ENSBTAG00000000825" 135 320 243 207 285 240 214 165
"ENSBTAG00000000827" 2812 2117 2876 2348 5167 1915 2093 3599
"ENSBTAG00000000828" 61 77 293 101 383 440 138 198
"ENSBTAG00000000829" 89 85 106 80 75 99 95 72
"ENSBTAG00000000830" 159 198 245 172 361 192 176 245
"ENSBTAG00000000831" 398 372 654 346 594 456 457 422
"ENSBTAG00000000833" 1583 2140 2031 2162 2807 1851 1186 2149
"ENSBTAG00000000835" 188 210 215 311 282 202 110 208
"ENSBTAG00000000836" 2645 2987 2001 1830 3210 3042 1333 1863
"ENSBTAG00000000837" 2790 2593 1564 2456 4019 1684 1440 2308
"ENSBTAG00000000838" 767 706 925 820 1402 656 446 935
"ENSBTAG00000000841" 106 195 222 64 541 141 187 196
"ENSBTAG00000000842" 23 20 43 16 64 32 21 44
"ENSBTAG00000000843" 1086 1246 1684 1065 1036 686 730 715
"ENSBTAG00000000845" 0 1 0 2 0 0 0 0
"ENSBTAG00000000848" 5930 5985 6248 3931 9130 5278 3961 6416
"ENSBTAG00000000851" 1042 1098 1207 833 1060 756 885 1096
"ENSBTAG00000000853" 1 0 0 0 0 0 0 0
"ENSBTAG00000000854" 56 87 162 70 139 112 84 96
"ENSBTAG00000000855" 1653 1794 980 2028 1267 691 774 946
"ENSBTAG00000000856" 100 180 125 116 117 136 130 103
"ENSBTAG00000000857" 307 444 414 325 380 336 406 256
"ENSBTAG00000000859" 3537 3424 1646 2912 3416 1657 1175 2659
"ENSBTAG00000000861" 0 1 4 0 0 0 0 1
"ENSBTAG00000000868" 188 255 375 175 350 193 189 269
"ENSBTAG00000000869" 205 77 158 256 171 95 128 135
"ENSBTAG00000000871" 787 826 956 761 1230 710 644 748
"ENSBTAG00000000872" 0 0 0 0 0 0 0 0
"ENSBTAG00000000873" 9 14 13 7 17 6 9 46
"ENSBTAG00000000874" 3708 3481 4130 4192 7079 3580 4223 5070
"ENSBTAG00000000875" 341 453 574 408 460 371 374 426
"ENSBTAG00000000877" 232 224 253 180 267 227 219 174
"ENSBTAG00000000878" 3450 3066 3900 3040 4507 2154 2602 3359
"ENSBTAG00000000879" 179 305 208 215 249 202 192 151
"ENSBTAG00000000880" 1855 2389 2339 1993 2858 2012 1986 1992
"ENSBTAG00000000885" 1 0 5 2 2 0 3 1
"ENSBTAG00000000886" 0 2 0 0 0 0 0 3
"ENSBTAG00000000888" 16 79 66 19 141 68 113 117
"ENSBTAG00000000892" 66 58 143 63 118 106 89 83
"ENSBTAG00000000893" 0 0 3 0 1 0 0 0
"ENSBTAG00000000894" 1609 2595 2527 1874 3656 2444 1888 1929
"ENSBTAG00000000895" 370 301 507 273 673 387 246 518
"ENSBTAG00000000897" 5168 4544 4139 4313 8332 4236 2051 4707
"ENSBTAG00000000898" 390 331 368 406 889 340 222 490
"ENSBTAG00000000899" 246 377 302 320 380 314 322 353
"ENSBTAG00000000900" 701 488 465 364 809 343 384 498
"ENSBTAG00000000902" 4758 4848 6224 3926 4910 3844 4943 4817
"ENSBTAG00000000905" 18 35 11 41 50 27 20 26
"ENSBTAG00000000908" 2 3 5 2 1 3 10 1
"ENSBTAG00000000910" 3 1 4 6 1 2 6 2
"ENSBTAG00000000911" 537 596 561 607 743 429 508 537
"ENSBTAG00000000913" 1245 1608 1222 1017 801 1352 1272 623
"ENSBTAG00000000914" 8 29 6 1 0 1 4 28
"ENSBTAG00000000916" 4 18 20 20 5 11 11 11
"ENSBTAG00000000917" 712 832 773 440 1392 781 613 904
"ENSBTAG00000000918" 399 382 531 291 325 292 478 307
"ENSBTAG00000000919" 108 120 199 102 225 105 190 198
"ENSBTAG00000000920" 24 4 47 8 6 11 27 15
"ENSBTAG00000000923" 0 0 0 0 0 0 0 0
"ENSBTAG00000000924" 0 0 0 0 1 0 0 1
"ENSBTAG00000000925" 596 737 955 399 756 698 877 776
"ENSBTAG00000000926" 1 0 0 0 0 0 0 0
"ENSBTAG00000000928" 310 393 337 211 439 270 281 264
"ENSBTAG00000000929" 3 2 0 0 6 1 0 2
"ENSBTAG00000000930" 1 2 3 4 1 3 1 0
"ENSBTAG00000000933" 54 77 87 44 24 59 74 44
"ENSBTAG00000000936" 1 16 17 6 15 11 20 22
"ENSBTAG00000000937" 2300 2346 2220 1008 3784 1430 3209 2516
"ENSBTAG00000000939" 644 697 591 723 819 464 456 484
"ENSBTAG00000000940" 1466 1560 1706 1430 1516 1377 1232 1369
"ENSBTAG00000000941" 3634 3475 3787 3483 4704 3140 2777 2890
"ENSBTAG00000000942" 1153 1035 1648 746 1562 906 1283 1182
"ENSBTAG00000000943" 1438 1120 1592 1252 1913 1077 1277 1268
"ENSBTAG00000000944" 214 324 240 142 432 231 192 213
"ENSBTAG00000000945" 385 536 244 787 209 137 236 284
"ENSBTAG00000000946" 195 219 236 229 324 203 203 191
"ENSBTAG00000000948" 3494 4409 4116 3248 5067 3390 3334 3741
"ENSBTAG00000000949" 196 212 209 229 304 203 176 257
"ENSBTAG00000000950" 581 787 842 781 666 611 588 578
"ENSBTAG00000000951" 32 38 31 29 42 13 44 30
"ENSBTAG00000000953" 0 0 0 0 0 0 0 0
"ENSBTAG00000000954" 93 134 158 154 178 165 109 200
"ENSBTAG00000000955" 397 437 569 357 591 404 422 489
"ENSBTAG00000000957" 750 806 891 780 852 643 603 626
"ENSBTAG00000000958" 19 58 22 31 50 22 19 28
"ENSBTAG00000000959" 88 53 59 34 88 73 45 51
"ENSBTAG00000000960" 9 7 6 5 0 3 8 0
"ENSBTAG00000000961" 13 24 32 25 17 20 12 11
"ENSBTAG00000000962" 30 28 56 18 69 59 43 47
"ENSBTAG00000000963" 0 0 0 0 0 0 0 0
"ENSBTAG00000000964" 39 42 138 26 98 94 109 82
"ENSBTAG00000000965" 4 5 3 1 2 0 2 0
"ENSBTAG00000000966" 8 18 26 4 6 5 9 26
"ENSBTAG00000000967" 157 123 181 175 183 124 85 122
"ENSBTAG00000000970" 6 6 1 2 5 5 1 0
"ENSBTAG00000000972" 1 0 0 0 0 0 0 0
"ENSBTAG00000000973" 14 19 12 15 28 24 21 16
"ENSBTAG00000000974" 2690 2938 3206 2333 3743 2697 2459 2637
"ENSBTAG00000000977" 219 303 411 222 611 284 527 616
"ENSBTAG00000000978" 396 510 539 448 648 419 410 376
"ENSBTAG00000000979" 1476 1895 1870 1830 2063 1560 1639 1612
"ENSBTAG00000000981" 385 830 581 533 740 654 754 521
"ENSBTAG00000000982" 0 0 0 0 0 0 0 0
"ENSBTAG00000000983" 16 13 19 4 25 26 21 33
"ENSBTAG00000000985" 5752 5047 6637 5592 8616 4419 3621 6103
"ENSBTAG00000000986" 4 10 9 8 14 5 5 6
"ENSBTAG00000000987" 4 2 11 0 2 5 5 6
"ENSBTAG00000000988" 585 439 664 394 1411 491 547 878
"ENSBTAG00000000990" 961 1366 778 953 926 990 800 617
"ENSBTAG00000000991" 411 528 520 351 383 325 345 356
"ENSBTAG00000000992" 0 1 0 0 0 0 0 0
"ENSBTAG00000000993" 582 669 992 607 429 517 1075 526
"ENSBTAG00000000995" 273 303 335 285 753 234 252 493
"ENSBTAG00000000997" 0 0 0 0 0 0 0 0
"ENSBTAG00000000998" 1431 1666 1443 1887 2118 1056 1302 1371
"ENSBTAG00000001000" 368 417 452 128 122 43 262 262
"ENSBTAG00000001001" 2 5 2 6 12 4 8 6
"ENSBTAG00000001002" 225 152 181 113 727 175 159 293
"ENSBTAG00000001003" 1 2 14 4 9 0 3 1
"ENSBTAG00000001004" 254 207 260 88 418 217 235 258
"ENSBTAG00000001005" 340 275 267 380 494 162 179 249
"ENSBTAG00000001006" 0 0 0 0 0 0 0 0
"ENSBTAG00000001007" 160 123 182 131 251 118 101 137
"ENSBTAG00000001008" 30 39 65 11 38 41 42 39
"ENSBTAG00000001009" 154 265 384 110 538 309 290 258
"ENSBTAG00000001010" 82 49 69 91 127 75 40 64
"ENSBTAG00000001013" 9268 9021 8720 9188 9208 5897 6388 5909
"ENSBTAG00000001014" 201 213 300 277 470 191 180 247
"ENSBTAG00000001015" 1803 1825 1711 1169 2937 1539 1224 1571
"ENSBTAG00000001016" 2677 2645 2791 2386 3053 1810 2339 2159
"ENSBTAG00000001017" 3211 3025 3445 3310 4682 2617 2553 3194
"ENSBTAG00000001019" 150 258 331 16 492 217 204 348
"ENSBTAG00000001020" 3 3 7 4 2 5 2 0
"ENSBTAG00000001021" 33 24 14 23 39 26 17 23
"ENSBTAG00000001022" 569 891 460 247 387 340 372 410
"ENSBTAG00000001023" 255 360 404 268 520 318 277 272
"ENSBTAG00000001024" 2386 1631 1975 1158 5043 1358 1333 2153
"ENSBTAG00000001026" 3 2 6 0 5 1 1 3
"ENSBTAG00000001027" 6140 9439 7787 5521 17246 9684 8832 7453
"ENSBTAG00000001028" 2 2 8 0 3 3 4 4
"ENSBTAG00000001029" 26 42 59 42 32 43 53 41
"ENSBTAG00000001030" 1645 1930 1573 1204 2035 1000 1444 1241
"ENSBTAG00000001032" 22 52 14 85 14 14 5 13
"ENSBTAG00000001034" 42 104 116 71 65 121 98 91
"ENSBTAG00000001035" 2593 2435 2576 2028 4202 1900 1854 2369
"ENSBTAG00000001036" 2688 2553 2597 2691 2424 2148 2100 1754
"ENSBTAG00000001037" 400 363 641 224 424 295 428 273
"ENSBTAG00000001038" 972 1548 1122 1203 1870 1295 863 958
"ENSBTAG00000001041" 1 2 9 3 0 0 4 0
"ENSBTAG00000001042" 324 285 663 255 857 340 300 547
"ENSBTAG00000001043" 27 29 2 13 26 3 25 28
"ENSBTAG00000001044" 488 452 597 398 658 460 418 476
"ENSBTAG00000001049" 3 10 20 10 5 0 9 8
"ENSBTAG00000001050" 193 234 178 116 529 192 225 210
"ENSBTAG00000001051" 2 2 8 3 2 8 8 10
"ENSBTAG00000001052" 31 15 52 17 19 21 44 13
"ENSBTAG00000001055" 3596 4110 3393 3161 4724 3176 2706 3200
"ENSBTAG00000001057" 2919 3453 2811 2786 3903 2545 2615 2616
"ENSBTAG00000001058" 20 58 48 37 54 27 47 33
"ENSBTAG00000001059" 969 1124 1503 943 1394 1040 774 994
"ENSBTAG00000001060" 272 367 535 238 329 304 591 476
"ENSBTAG00000001061" 315 318 400 253 604 258 366 305
"ENSBTAG00000001062" 0 3 2 0 0 1 0 0
"ENSBTAG00000001063" 55 35 184 74 191 95 66 79
"ENSBTAG00000001066" 50 51 164 24 519 181 126 192
"ENSBTAG00000001067" 0 0 0 0 0 0 0 3
"ENSBTAG00000001068" 80 140 179 98 98 64 143 55
"ENSBTAG00000001069" 685 670 563 513 1922 556 394 839
"ENSBTAG00000001071" 200 325 239 159 321 210 192 170
"ENSBTAG00000001074" 58 84 56 64 43 47 41 55
"ENSBTAG00000001075" 0 2 1 0 2 0 0 0
"ENSBTAG00000001076" 0 3 1 2 2 0 3 2
"ENSBTAG00000001077" 396 505 455 268 760 415 398 395
"ENSBTAG00000001078" 71 67 124 35 67 54 96 61
"ENSBTAG00000001079" 6 8 8 15 7 2 5 3
"ENSBTAG00000001080" 213 210 223 259 598 239 120 469
"ENSBTAG00000001081" 536 886 473 800 731 414 426 481
"ENSBTAG00000001082" 1 1 5 3 4 2 0 6
"ENSBTAG00000001083" 925 943 911 777 1706 761 780 972
"ENSBTAG00000001084" 0 0 0 0 0 0 1 0
"ENSBTAG00000001085" 150 219 198 168 38 67 169 133
"ENSBTAG00000001086" 729 1228 1302 590 1654 1048 711 796
"ENSBTAG00000001088" 0 5 5 6 3 4 1 9
"ENSBTAG00000001090" 35 42 50 50 138 40 36 82
"ENSBTAG00000001092" 439 638 423 522 469 443 476 342
"ENSBTAG00000001093" 135 234 200 291 174 120 197 180
"ENSBTAG00000001094" 29 42 27 108 35 13 5 9
"ENSBTAG00000001096" 183 262 233 203 232 198 217 212
"ENSBTAG00000001097" 1144 1676 2058 1134 2211 1532 1408 1732
"ENSBTAG00000001098" 726 905 850 780 928 606 709 705
"ENSBTAG00000001099" 8 3 9 3 32 9 10 7
"ENSBTAG00000001100" 0 5 3 1 19 21 0 1
"ENSBTAG00000001101" 50 57 56 26 76 40 40 39
"ENSBTAG00000001102" 64 1 52 12 9 253 0 20
"ENSBTAG00000001104" 305 299 289 206 378 180 224 240
"ENSBTAG00000001105" 5298 6379 4621 7084 4566 4504 3350 4227
"ENSBTAG00000001107" 1415 1957 1924 2019 2092 1745 1468 1430
"ENSBTAG00000001108" 1120 1419 1128 1426 1194 985 910 970
"ENSBTAG00000001109" 320 441 257 384 297 357 261 223
"ENSBTAG00000001110" 101 154 203 47 271 193 175 120
"ENSBTAG00000001112" 830 571 452 828 370 315 301 311
"ENSBTAG00000001113" 266 249 398 249 282 307 295 287
"ENSBTAG00000001114" 3653 3404 4043 2689 5136 2705 3363 3868
"ENSBTAG00000001116" 1794 2603 1856 1901 4994 1901 1566 2193
"ENSBTAG00000001117" 835 847 995 780 1509 612 755 1240
"ENSBTAG00000001119" 87 113 127 79 181 79 82 90
"ENSBTAG00000001120" 35 28 38 30 23 20 27 12
"ENSBTAG00000001123" 318 405 546 260 275 227 528 299
"ENSBTAG00000001124" 379 336 474 282 545 236 414 414
"ENSBTAG00000001125" 505 641 896 378 231 803 521 464
"ENSBTAG00000001126" 775 835 1197 701 1977 804 586 1167
"ENSBTAG00000001128" 4 4 6 1 21 3 4 3
"ENSBTAG00000001131" 166 202 158 118 167 184 181 126
"ENSBTAG00000001132" 518 574 778 432 679 412 555 509
"ENSBTAG00000001133" 1121 866 1235 806 1476 851 872 1106
"ENSBTAG00000001134" 1624 1813 1723 1550 2178 1316 1236 1272
"ENSBTAG00000001135" 46 83 81 136 239 98 25 166
"ENSBTAG00000001136" 540 300 344 654 793 313 114 523
"ENSBTAG00000001137" 2116 3149 2703 2338 2949 2336 2000 2013
"ENSBTAG00000001138" 121 119 133 101 153 110 80 90
"ENSBTAG00000001139" 22 15 6 4 24 3 2 9
"ENSBTAG00000001140" 678 858 913 838 1016 604 433 613
"ENSBTAG00000001141" 850 824 1169 847 1676 840 804 1131
"ENSBTAG00000001142" 537 565 554 503 1038 490 404 510
"ENSBTAG00000001143" 307 236 425 154 454 391 375 273
"ENSBTAG00000001144" 1200 1698 2006 1571 1521 1442 1343 1052
"ENSBTAG00000001146" 769 584 790 513 1537 476 712 808
"ENSBTAG00000001150" 3 3 8 2 10 9 6 10
"ENSBTAG00000001151" 93 166 187 133 252 149 113 133
"ENSBTAG00000001152" 23 16 30 20 10 19 51 35
"ENSBTAG00000001153" 224 187 156 193 266 127 133 162
"ENSBTAG00000001154" 165 140 501 47 100 55 706 123
"ENSBTAG00000001156" 32 41 46 41 58 25 31 33
"ENSBTAG00000001160" 437 434 502 383 554 363 369 378
"ENSBTAG00000001161" 1200 1528 1599 1586 2065 1850 891 1083
"ENSBTAG00000001163" 595 784 555 695 798 544 470 489
"ENSBTAG00000001164" 281 302 374 205 309 213 322 303
"ENSBTAG00000001165" 200 219 173 180 233 158 136 145
"ENSBTAG00000001166" 56 36 51 46 63 34 42 55
"ENSBTAG00000001168" 684 734 984 706 956 752 726 772
"ENSBTAG00000001171" 867 1115 1001 904 1207 901 862 876
"ENSBTAG00000001173" 147 163 154 128 474 174 181 230
"ENSBTAG00000001174" 582 617 562 351 610 463 347 345
"ENSBTAG00000001176" 1927 1766 2413 457 5424 1982 1496 1567
"ENSBTAG00000001178" 666 505 807 392 1105 569 573 716
"ENSBTAG00000001179" 1327 1423 1368 1102 1411 1136 1177 992
"ENSBTAG00000001181" 1481 1579 1636 1496 2230 1454 1374 1673
"ENSBTAG00000001182" 8697 10444 9848 10198 12033 8381 9384 8288
"ENSBTAG00000001183" 17 7 5 36 4 7 11 7
"ENSBTAG00000001185" 1505 1758 2086 1654 1864 1437 1708 1533
"ENSBTAG00000001186" 82 66 107 75 114 55 57 79
"ENSBTAG00000001187" 1 3 4 2 1 0 9 0
"ENSBTAG00000001188" 77 161 126 128 137 100 110 90
"ENSBTAG00000001189" 1102 1120 1225 730 1817 1138 776 908
"ENSBTAG00000001191" 2 1 8 3 9 11 5 5
"ENSBTAG00000001192" 1431 1910 1566 1278 1798 994 1182 1258
"ENSBTAG00000001193" 388 469 617 319 565 477 405 467
"ENSBTAG00000001195" 4 4 3 0 5 1 0 1
"ENSBTAG00000001197" 46 215 321 38 129 68 133 160
"ENSBTAG00000001198" 50 100 228 75 157 120 105 130
"ENSBTAG00000001199" 505 573 467 415 843 474 452 441
"ENSBTAG00000001204" 1012 707 425 539 1179 390 443 655
"ENSBTAG00000001206" 118 99 30 13 34 85 29 11
"ENSBTAG00000001207" 160 187 183 159 274 201 125 143
"ENSBTAG00000001209" 1871 2225 2928 2551 2585 1197 2834 2100
"ENSBTAG00000001210" 0 0 0 0 0 0 0 0
"ENSBTAG00000001212" 5141 8383 6151 6406 5955 5582 5265 4021
"ENSBTAG00000001213" 1 0 0 0 0 0 0 0
"ENSBTAG00000001214" 0 0 0 0 0 0 0 0
"ENSBTAG00000001219" 67 335 1605 10 153 64 201 104
"ENSBTAG00000001221" 13 8 6 23 4 3 6 2
"ENSBTAG00000001223" 558 614 596 688 686 406 424 493
"ENSBTAG00000001224" 759 976 1036 702 939 690 863 681
"ENSBTAG00000001225" 942 832 1030 714 1371 804 569 784
"ENSBTAG00000001228" 4 14 14 7 8 8 2 6
"ENSBTAG00000001229" 265 368 374 179 374 219 170 189
"ENSBTAG00000001231" 25 24 11 9 15 17 9 16
"ENSBTAG00000001233" 874 1050 882 1001 813 646 959 802
"ENSBTAG00000001235" 79 84 143 81 132 193 80 87
"ENSBTAG00000001241" 1 1 1 1 0 0 1 6
"ENSBTAG00000001242" 13 10 8 6 23 7 14 13
"ENSBTAG00000001243" 125 145 122 156 224 121 44 109
"ENSBTAG00000001244" 6165 7847 11861 3193 9982 7620 8726 11219
"ENSBTAG00000001246" 18870 18649 14244 16175 17388 11897 11289 11393
"ENSBTAG00000001247" 0 0 0 0 0 0 0 0
"ENSBTAG00000001249" 113 183 156 86 178 119 212 289
"ENSBTAG00000001250" 15 16 11 0 31 23 11 13
"ENSBTAG00000001252" 503 402 490 404 1368 306 362 498
"ENSBTAG00000001254" 1341 1623 1671 1206 1308 1261 1325 1105
"ENSBTAG00000001255" 5 0 7 0 6 4 3 1
"ENSBTAG00000001257" 3310 2959 3498 2396 5462 3045 2141 2460
"ENSBTAG00000001258" 1297 1414 1124 1375 1305 1137 1138 1052
"ENSBTAG00000001260" 0 0 3 0 0 1 3 0
"ENSBTAG00000001262" 120 190 191 142 203 125 153 165
"ENSBTAG00000001265" 0 0 0 0 0 0 0 0
"ENSBTAG00000001269" 572 923 659 615 906 586 561 540
"ENSBTAG00000001271" 0 0 0 0 0 0 0 0
"ENSBTAG00000001273" 34 38 96 50 102 62 65 63
"ENSBTAG00000001274" 222 82 109 184 101 79 149 90
"ENSBTAG00000001279" 27 78 21 15 99 38 35 23
"ENSBTAG00000001280" 330 292 348 235 572 302 342 340
"ENSBTAG00000001282" 4697 4076 6452 3077 6363 3977 6303 6315
"ENSBTAG00000001283" 1531 1589 1835 1169 1904 1150 1399 1686
"ENSBTAG00000001286" 1001 1234 846 1053 907 729 377 675
"ENSBTAG00000001287" 43 34 45 15 19 16 35 44
"ENSBTAG00000001288" 2690 3079 2550 3346 2733 1083 2167 2742
"ENSBTAG00000001289" 407 540 369 367 532 417 266 277
"ENSBTAG00000001290" 75 139 147 109 106 110 123 116
"ENSBTAG00000001291" 0 0 0 0 0 0 0 0
